CID,BDATE,GEN
CUST00939,1952-07-27,F
CUST00940,1952-07-28,F
CUST00941,1952-07-29,F
CUST00942,1952-07-30,F
CUST00943,1952-07-31,F
CUST00944,1952-08-01,M
CUST00945,1952-08-02,M
CUST00946,1952-08-03,F
CUST00947,1952-08-04,M
CUST00948,1952-08-05,M
CUST00949,1952-08-06,F
CUST00950,1952-08-07,M
CUST00951,1952-08-08,F
CUST00952,1952-08-09,F
CUST00953,1952-08-10,F
CUST00954,1952-08-11,M
CUST00955,1952-08-12,F
CUST00956,1952-08-13,M
CUST00957,1952-08-14,M
CUST00958,1952-08-15,
CUST00959,1952-08-16,F
CUST00960,1952-08-17,F
CUST00961,1952-08-18,M
CUST00962,1952-08-19,F
CUST00963,1952-08-20,F
CUST00964,1952-08-21,M
CUST00965,1952-08-22,M
CUST00966,1952-08-23,F
CUST00967,1952-08-24,M
CUST00968,1952-08-25,F
CUST00969,1952-08-26,F
CUST00970,1952-08-27,
CUST00971,1952-08-28,F
CUST00972,1952-08-29,M
CUST00973,1952-08-30,M
CUST00974,1952-08-31,M
CUST00975,1952-09-01,M
CUST00976,1952-09-02,M
CUST00977,1952-09-03,M
CUST00978,1952-09-04,F
CUST00979,1952-09-05,M
CUST00980,1952-09-06,M
CUST00981,1952-09-07,M
CUST00982,1952-09-08,M
CUST00983,1952-09-09,F
CUST00984,1952-09-10,F
CUST00985,1952-09-11,F
CUST00986,1952-09-12,M
CUST00987,1952-09-13,F
CUST00988,1952-09-14,M
CUST00989,1952-09-15,M
CUST00990,1952-09-16,F
CUST00991,1952-09-17,M
CUST00992,1952-09-18,M
CUST00993,1952-09-19,F
CUST00994,1952-09-20,M
CUST00995,1952-09-21,M
CUST00996,1952-09-22,F
CUST00997,1952-09-23,F
CUST00998,1952-09-24,F
CUST00999,1952-09-25,M
CUST01000,1952-09-26,F
CUST01001,1952-09-27,M
CUST01002,1952-09-28,F
CUST01003,1952-09-29,
CUST01004,1952-09-30,F
CUST01005,1952-10-01,M
CUST01006,1952-10-02,F
CUST01007,1952-10-03,M
CUST01008,1952-10-04,
CUST01009,1952-10-05,M
CUST01010,1952-10-06,F
CUST01011,1952-10-07,F
CUST01012,1952-10-08,M
CUST01013,1952-10-09,M
CUST01014,1952-10-10,M
CUST01015,1952-10-11,M
CUST01016,1952-10-12,M
CUST01017,1952-10-13,F
CUST01018,1952-10-14,
CUST01019,1952-10-15,M
CUST01020,1952-10-16,M
CUST01021,1952-10-17,F
CUST01022,1952-10-18,M
CUST01023,1952-10-19,F
CUST01024,1952-10-20,F
CUST01025,1952-10-21,M
CUST01026,1952-10-22,M
CUST01027,1952-10-23,F
CUST01028,1952-10-24,
CUST01029,1952-10-25,F
CUST01030,1952-10-26,F
CUST01031,1952-10-27,F
CUST01032,1952-10-28,M
CUST01033,1952-10-29,F
CUST01034,1952-10-30,M
CUST01035,1952-10-31,F
CUST01036,1952-11-01,M
CUST01037,1952-11-02,F
CUST01038,1952-11-03,M
CUST01039,1952-11-04,F
CUST01040,1952-11-05,M
CUST01041,1952-11-06,
CUST01042,1952-11-07,M
CUST01043,1952-11-08,F
CUST01044,1952-11-09,M
CUST01045,1952-11-10,M
CUST01046,1952-11-11,F
CUST01047,1952-11-12,F
CUST01048,1952-11-13,F
CUST01049,1952-11-14,M
CUST01050,1952-11-15,F
CUST01051,1952-11-16,F
CUST01052,1952-11-17,F
CUST01053,1952-11-18,M
CUST01054,1952-11-19,F
CUST01055,1952-11-20,F
CUST01056,1952-11-21,
CUST01057,1952-11-22,M
CUST01058,1952-11-23,
CUST01059,1952-11-24,
CUST01060,1952-11-25,M
CUST01061,1952-11-26,F
CUST01062,1952-11-27,M
CUST01063,1952-11-28,F
CUST01064,1952-11-29,M
CUST01065,1952-11-30,F
CUST01066,1952-12-01,M
CUST01067,1952-12-02,F
CUST01068,1952-12-03,F
CUST01069,1952-12-04,M
CUST01070,1952-12-05,F
CUST01071,1952-12-06,M
CUST01072,1952-12-07,M
CUST01073,1952-12-08,M
CUST01074,1952-12-09,M
CUST01075,1952-12-10,M
CUST01076,1952-12-11,M
CUST01077,1952-12-12,M
CUST01078,1952-12-13,F
CUST01079,1952-12-14,M
CUST01080,1952-12-15,M
CUST01081,1952-12-16,M
CUST01082,1952-12-17,M
CUST01083,1952-12-18,M
CUST01084,1952-12-19,M
CUST01085,1952-12-20,F
CUST01086,1952-12-21,
CUST01087,1952-12-22,M
CUST01088,1952-12-23,M
CUST01089,1952-12-24,M
CUST01090,1952-12-25,M
CUST01091,1952-12-26,M
CUST01092,1952-12-27,M
CUST01093,1952-12-28,F
CUST01094,1952-12-29,
CUST01095,1952-12-30,F
CUST01096,1952-12-31,M
CUST01097,1953-01-01,F
CUST01098,1953-01-02,M
CUST01099,1953-01-03,M
CUST01100,1953-01-04,M
CUST01101,1953-01-05,F
CUST01102,1953-01-06,M
CUST01103,1953-01-07,M
CUST01104,1953-01-08,
CUST01105,1953-01-09,M
CUST01106,1953-01-10,F
CUST01107,1953-01-11,F
CUST01108,1953-01-12,F
CUST01109,1953-01-13,F
CUST01110,1953-01-14,M
CUST01111,1953-01-15,F
CUST01112,1953-01-16,F
CUST01113,1953-01-17,M
CUST01114,1953-01-18,F
CUST01115,1953-01-19,F
CUST01116,1953-01-20,M
CUST01117,1953-01-21,M
CUST01118,1953-01-22,M
CUST01119,1953-01-23,M
CUST01120,1953-01-24,F
CUST01121,1953-01-25,M
CUST01122,1953-01-26,M
CUST01123,1953-01-27,F
CUST01124,1953-01-28,M
CUST01125,1953-01-29,F
CUST01126,1953-01-30,M
CUST01127,1953-01-31,F
CUST01128,1953-02-01,F
CUST01129,1953-02-02,
CUST01130,1953-02-03,M
CUST01131,1953-02-04,F
CUST01132,1953-02-05,
CUST01133,1953-02-06,
CUST01134,1953-02-07,F
CUST01135,1953-02-08,M
CUST01136,1953-02-09,F
CUST01137,1953-02-10,M
CUST01138,1953-02-11,M
CUST01139,1953-02-12,M
CUST01140,1953-02-13,M
CUST01141,1953-02-14,M
CUST01142,1953-02-15,M
CUST01143,1953-02-16,M
CUST01144,1953-02-17,M
CUST01145,1953-02-18,M
CUST01146,1953-02-19,M
CUST01147,1953-02-20,F
CUST01148,1953-02-21,F
CUST01149,1953-02-22,F
CUST01150,1953-02-23,F
CUST01151,1953-02-24,M
CUST01152,1953-02-25,F
CUST01153,1953-02-26,M
CUST01154,1953-02-27,
CUST01155,1953-02-28,F
CUST01156,1953-03-01,M
CUST01157,1953-03-02,M
CUST01158,1953-03-03,F
CUST01159,1953-03-04,M
CUST01160,1953-03-05,F
CUST01161,1953-03-06,M
CUST01162,1953-03-07,F
CUST01163,1953-03-08,F
CUST01164,1953-03-09,F
CUST01165,1953-03-10,F
CUST01166,1953-03-11,F
CUST01167,1953-03-12,F
CUST01168,1953-03-13,M
CUST01169,1953-03-14,M
CUST01170,1953-03-15,
CUST01171,1953-03-16,M
CUST01172,1953-03-17,M
CUST01173,1953-03-18,M
CUST01174,1953-03-19,M
CUST01175,1953-03-20,F
CUST01176,1953-03-21,F
CUST01177,1953-03-22,F
CUST01178,1953-03-23,M
CUST01179,1953-03-24,F
CUST01180,1953-03-25,M
CUST01181,1953-03-26,F
CUST01182,1953-03-27,M
CUST01183,1953-03-28,M
CUST01184,1953-03-29,F
CUST01185,1953-03-30,F
CUST01186,1953-03-31,M
CUST01187,1953-04-01,M
CUST01188,1953-04-02,M
CUST01189,1953-04-03,M
CUST01190,1953-04-04,F
CUST01191,1953-04-05,M
CUST01192,1953-04-06,M
CUST01193,1953-04-07,F
CUST01194,1953-04-08,
CUST01195,1953-04-09,M
CUST01196,1953-04-10,F
CUST01197,1953-04-11,F
CUST01198,1953-04-12,M
CUST01199,1953-04-13,F
CUST01200,1953-04-14,M
CUST01201,1953-04-15,F
CUST01202,1953-04-16,M
CUST01203,1953-04-17,M
CUST01204,1953-04-18,M
CUST01205,1953-04-19,F
CUST01206,1953-04-20,F
CUST01207,1953-04-21,M
CUST01208,1953-04-22,F
CUST01209,1953-04-23,F
CUST01210,1953-04-24,F
CUST01211,1953-04-25,F
CUST01212,1953-04-26,F
CUST01213,1953-04-27,F
CUST01214,1953-04-28,M
CUST01215,1953-04-29,F
CUST01216,1953-04-30,M
CUST01217,1953-05-01,M
CUST01218,1953-05-02,F
CUST01219,1953-05-03,F
CUST01220,1953-05-04,F
CUST01221,1953-05-05,M
CUST01222,1953-05-06,F
CUST01223,1953-05-07,F
CUST01224,1953-05-08,F
CUST01225,1953-05-09,F
CUST01226,1953-05-10,M
CUST01227,1953-05-11,F
CUST01228,1953-05-12,M
CUST01229,1953-05-13,M
CUST01230,1953-05-14,M
CUST01231,1953-05-15,F
CUST01232,1953-05-16,F
CUST01233,1953-05-17,F
CUST01234,1953-05-18,M
CUST01235,1953-05-19,M
CUST01236,1953-05-20,F
CUST01237,1953-05-21,
CUST01238,1953-05-22,M
CUST01239,1953-05-23,F
CUST01240,1953-05-24,M
CUST01241,1953-05-25,M
CUST01242,1953-05-26,F
CUST01243,1953-05-27,F
CUST01244,1953-05-28,F
CUST01245,1953-05-29,M
CUST01246,1953-05-30,F
CUST01247,1953-05-31,M
CUST01248,1953-06-01,M
CUST01249,1953-06-02,F
CUST01250,1953-06-03,F
CUST01251,1953-06-04,F
CUST01252,1953-06-05,M
CUST01253,1953-06-06,F
CUST01254,1953-06-07,M
CUST01255,1953-06-08,M
CUST01256,1953-06-09,F
CUST01257,1953-06-10,M
CUST01258,1953-06-11,
CUST01259,1953-06-12,M
CUST01260,1953-06-13,M
CUST01261,1953-06-14,F
CUST01262,1953-06-15,F
CUST01263,1953-06-16,M
CUST01264,1953-06-17,F
CUST01265,1953-06-18,F
CUST01266,1953-06-19,F
CUST01267,1953-06-20,
CUST01268,1953-06-21,M
CUST01269,1953-06-22,M
CUST01270,1953-06-23,F
CUST01271,1953-06-24,M
CUST01272,1953-06-25,F
CUST01273,1953-06-26,F
CUST01274,1953-06-27,F
CUST01275,1953-06-28,M
CUST01276,1953-06-29,M
CUST01277,1953-06-30,F
CUST01278,1953-07-01,F
CUST01279,1953-07-02,F
CUST01280,1953-07-03,M
CUST01281,1953-07-04,
CUST01282,1953-07-05,
CUST01283,1953-07-06,
CUST01284,1953-07-07,F
CUST01285,1953-07-08,M
CUST01286,1953-07-09,F
CUST01287,1953-07-10,F
CUST01288,1953-07-11,F
CUST01289,1953-07-12,F
CUST01290,1953-07-13,M
CUST01291,1953-07-14,F
CUST01292,1953-07-15,F
CUST01293,1953-07-16,M
CUST01294,1953-07-17,M
CUST01295,1953-07-18,F
CUST01296,1953-07-19,
CUST01297,1953-07-20,F
CUST01298,1953-07-21,M
CUST01299,1953-07-22,F
CUST01300,1953-07-23,M
CUST01301,1953-07-24,F
CUST01302,1953-07-25,M
CUST01303,1953-07-26,M
CUST01304,1953-07-27,M
CUST01305,1953-07-28,F
CUST01306,1953-07-29,
CUST01307,1953-07-30,F
CUST01308,1953-07-31,F
CUST01309,1953-08-01,M
CUST01310,1953-08-02,F
CUST01311,1953-08-03,F
CUST01312,1953-08-04,F
CUST01313,1953-08-05,F
CUST01314,1953-08-06,F
CUST01315,1953-08-07,F
CUST01316,1953-08-08,F
CUST01317,1953-08-09,M
CUST01318,1953-08-10,F
CUST01319,1953-08-11,F
CUST01320,1953-08-12,M
CUST01321,1953-08-13,M
CUST01322,1953-08-14,F
CUST01323,1953-08-15,M
CUST01324,1953-08-16,F
CUST01325,1953-08-17,M
CUST01326,1953-08-18,M
CUST01327,1953-08-19,F
CUST01328,1953-08-20,M
CUST01329,1953-08-21,F
CUST01330,1953-08-22,M
CUST01331,1953-08-23,F
CUST01332,1953-08-24,F
CUST01333,1953-08-25,F
CUST01334,1953-08-26,F
CUST01335,1953-08-27,M
CUST01336,1953-08-28,F
CUST01337,1953-08-29,M
CUST01338,1953-08-30,M
CUST01339,1953-08-31,F
CUST01340,1953-09-01,F
CUST01341,1953-09-02,M
CUST01342,1953-09-03,F
CUST01343,1953-09-04,F
CUST01344,1953-09-05,M
CUST01345,1953-09-06,F
CUST01346,1953-09-07,M
CUST01347,1953-09-08,M
CUST01348,1953-09-09,
CUST01349,1953-09-10,F
CUST01350,1953-09-11,
CUST01351,1953-09-12,M
CUST01352,1953-09-13,F
CUST01353,1953-09-14,M
CUST01354,1953-09-15,M
CUST01355,1953-09-16,M
CUST01356,1953-09-17,M
CUST01357,1953-09-18,
CUST01358,1953-09-19,F
CUST01359,1953-09-20,F
CUST01360,1953-09-21,
CUST01361,1953-09-22,
CUST01362,1953-09-23,M
CUST01363,1953-09-24,M
CUST01364,1953-09-25,M
CUST01365,1953-09-26,M
CUST01366,1953-09-27,
CUST01367,1953-09-28,F
CUST01368,1953-09-29,F
CUST01369,1953-09-30,F
CUST01370,1953-10-01,F
CUST01371,1953-10-02,F
CUST01372,1953-10-03,F
CUST01373,1953-10-04,M
CUST01374,1953-10-05,M
CUST01375,1953-10-06,M
CUST01376,1953-10-07,F
CUST01377,1953-10-08,M
CUST01378,1953-10-09,F
CUST01379,1953-10-10,F
CUST01380,1953-10-11,M
CUST01381,1953-10-12,F
CUST01382,1953-10-13,F
CUST01383,1953-10-14,F
CUST01384,1953-10-15,M
CUST01385,1953-10-16,M
CUST01386,1953-10-17,M
CUST01387,1953-10-18,F
CUST01388,1953-10-19,M
CUST01389,1953-10-20,F
CUST01390,1953-10-21,
CUST01391,1953-10-22,
CUST01392,1953-10-23,M
CUST01393,1953-10-24,M
CUST01394,1953-10-25,M
CUST01395,1953-10-26,M
CUST01396,1953-10-27,M
CUST01397,1953-10-28,M
CUST01398,1953-10-29,F
CUST01399,1953-10-30,M
CUST01400,1953-10-31,M
CUST01401,1953-11-01,F
CUST01402,1953-11-02,M
CUST01403,1953-11-03,M
CUST01404,1953-11-04,F
CUST01405,1953-11-05,F
CUST01406,1953-11-06,F
CUST01407,1953-11-07,M
CUST01408,1953-11-08,F
CUST01409,1953-11-09,M
CUST01410,1953-11-10,M
CUST01411,1953-11-11,F
CUST01412,1953-11-12,F
CUST01413,1953-11-13,
CUST01414,1953-11-14,F
CUST01415,1953-11-15,M
CUST01416,1953-11-16,M
CUST01417,1953-11-17,M
CUST01418,1953-11-18,F
CUST01419,1953-11-19,F
CUST01420,1953-11-20,F
CUST01421,1953-11-21,F
CUST01422,1953-11-22,M
CUST01423,1953-11-23,F
CUST01424,1953-11-24,M
CUST01425,1953-11-25,F
CUST01426,1953-11-26,M
CUST01427,1953-11-27,
CUST01428,1953-11-28,M
CUST01429,1953-11-29,M
CUST01430,1953-11-30,F
CUST01431,1953-12-01,F
CUST01432,1953-12-02,M
CUST01433,1953-12-03,
CUST01434,1953-12-04,M
CUST01435,1953-12-05,F
CUST01436,1953-12-06,F
CUST01437,1953-12-07,M
CUST01438,1953-12-08,M
CUST01439,1953-12-09,F
CUST01440,1953-12-10,F
CUST01441,1953-12-11,M
CUST01442,1953-12-12,
CUST01443,1953-12-13,M
CUST01444,1953-12-14,F
CUST01445,1953-12-15,
CUST01446,1953-12-16,F
CUST01447,1953-12-17,F
CUST01448,1953-12-18,M
CUST01449,1953-12-19,M
CUST01450,1953-12-20,
CUST01451,1953-12-21,M
CUST01452,1953-12-22,M
CUST01453,1953-12-23,F
CUST01454,1953-12-24,F
CUST01455,1953-12-25,M
CUST01456,1953-12-26,F
CUST01457,1953-12-27,F
CUST01458,1953-12-28,F
CUST01459,1953-12-29,F
CUST01460,1953-12-30,M
CUST01461,1953-12-31,F
CUST01462,1954-01-01,
CUST01463,1954-01-02,
CUST01464,1954-01-03,F
CUST01465,1954-01-04,F
CUST01466,1954-01-05,F
CUST01467,1954-01-06,M
CUST01468,1954-01-07,M
CUST01469,1954-01-08,F
CUST01470,1954-01-09,M
CUST01471,1954-01-10,M
CUST01472,1954-01-11,M
CUST01473,1954-01-12,F
CUST01474,1954-01-13,M
CUST01475,1954-01-14,F
CUST01476,1954-01-15,M
CUST01477,1954-01-16,M
CUST01478,1954-01-17,
CUST01479,1954-01-18,F
CUST01480,1954-01-19,M
CUST01481,1954-01-20,F
CUST01482,1954-01-21,F
CUST01483,1954-01-22,F
CUST01484,1954-01-23,F
CUST01485,1954-01-24,M
CUST01486,1954-01-25,M
CUST01487,1954-01-26,M
CUST01488,1954-01-27,F
CUST01489,1954-01-28,F
CUST01490,1954-01-29,M
CUST01491,1954-01-30,F
CUST01492,1954-01-31,M
CUST01493,1954-02-01,
CUST01494,1954-02-02,M
CUST01495,1954-02-03,F
CUST01496,1954-02-04,F
CUST01497,1954-02-05,F
CUST01498,1954-02-06,M
CUST01499,1954-02-07,M
CUST01500,1954-02-08,F
CUST01501,1954-02-09,M
CUST01502,1954-02-10,F
CUST01503,1954-02-11,M
CUST01504,1954-02-12,M
CUST01505,1954-02-13,M
CUST01506,1954-02-14,F
CUST01507,1954-02-15,
CUST01508,1954-02-16,M
CUST01509,1954-02-17,F
CUST01510,1954-02-18,M
CUST01511,1954-02-19,F
CUST01512,1954-02-20,F
CUST01513,1954-02-21,F
CUST01514,1954-02-22,
CUST01515,1954-02-23,F
CUST01516,1954-02-24,F
CUST01517,1954-02-25,F
CUST01518,1954-02-26,F
CUST01519,1954-02-27,F
CUST01520,1954-02-28,F
CUST01521,1954-03-01,F
CUST01522,1954-03-02,M
CUST01523,1954-03-03,M
CUST01524,1954-03-04,
CUST01525,1954-03-05,F
CUST01526,1954-03-06,M
CUST01527,1954-03-07,F
CUST01528,1954-03-08,M
CUST01529,1954-03-09,M
CUST01530,1954-03-10,M
CUST01531,1954-03-11,M
CUST01532,1954-03-12,M
CUST01533,1954-03-13,F
CUST01534,1954-03-14,F
CUST01535,1954-03-15,M
CUST01536,1954-03-16,F
CUST01537,1954-03-17,F
CUST01538,1954-03-18,M
CUST01539,1954-03-19,F
CUST01540,1954-03-20,F
CUST01541,1954-03-21,F
CUST01542,1954-03-22,M
CUST01543,1954-03-23,M
CUST01544,1954-03-24,F
CUST01545,1954-03-25,
CUST01546,1954-03-26,F
CUST01547,1954-03-27,F
CUST01548,1954-03-28,F
CUST01549,1954-03-29,F
CUST01550,1954-03-30,F
CUST01551,1954-03-31,F
CUST01552,1954-04-01,
CUST01553,1954-04-02,F
CUST01554,1954-04-03,M
CUST01555,1954-04-04,
CUST01556,1954-04-05,M
CUST01557,1954-04-06,M
CUST01558,1954-04-07,F
CUST01559,1954-04-08,M
CUST01560,1954-04-09,F
CUST01561,1954-04-10,M
CUST01562,1954-04-11,F
CUST01563,1954-04-12,F
CUST01564,1954-04-13,F
CUST01565,1954-04-14,M
CUST01566,1954-04-15,F
CUST01567,1954-04-16,F
CUST01568,1954-04-17,M
CUST01569,1954-04-18,M
CUST01570,1954-04-19,M
CUST01571,1954-04-20,F
CUST01572,1954-04-21,F
CUST01573,1954-04-22,M
CUST01574,1954-04-23,M
CUST01575,1954-04-24,F
CUST01576,1954-04-25,M
CUST01577,1954-04-26,F
CUST01578,1954-04-27,F
CUST01579,1954-04-28,M
CUST01580,1954-04-29,F
CUST01581,1954-04-30,M
CUST01582,1954-05-01,M
CUST01583,1954-05-02,M
CUST01584,1954-05-03,M
CUST01585,1954-05-04,F
CUST01586,1954-05-05,F
CUST01587,1954-05-06,
CUST01588,1954-05-07,F
CUST01589,1954-05-08,M
CUST01590,1954-05-09,F
CUST01591,1954-05-10,M
CUST01592,1954-05-11,M
CUST01593,1954-05-12,M
CUST01594,1954-05-13,F
CUST01595,1954-05-14,F
CUST01596,1954-05-15,
CUST01597,1954-05-16,F
CUST01598,1954-05-17,F
CUST01599,1954-05-18,F
CUST01600,1954-05-19,F
CUST01601,1954-05-20,F
CUST01602,1954-05-21,M
CUST01603,1954-05-22,F
CUST01604,1954-05-23,M
CUST01605,1954-05-24,F
CUST01606,1954-05-25,F
CUST01607,1954-05-26,
CUST01608,1954-05-27,F
CUST01609,1954-05-28,M
CUST01610,1954-05-29,F
CUST01611,1954-05-30,M
CUST01612,1954-05-31,F
CUST01613,1954-06-01,F
CUST01614,1954-06-02,M
CUST01615,1954-06-03,M
CUST01616,1954-06-04,M
CUST01617,1954-06-05,M
CUST01618,1954-06-06,M
CUST01619,1954-06-07,M
CUST01620,1954-06-08,F
CUST01621,1954-06-09,F
CUST01622,1954-06-10,
CUST01623,1954-06-11,F
CUST01624,1954-06-12,F
CUST01625,1954-06-13,F
CUST01626,1954-06-14,M
CUST01627,1954-06-15,M
CUST01628,1954-06-16,F
CUST01629,1954-06-17,F
CUST01630,1954-06-18,M
CUST01631,1954-06-19,F
CUST01632,1954-06-20,M
CUST01633,1954-06-21,M
CUST01634,1954-06-22,F
CUST01635,1954-06-23,F
CUST01636,1954-06-24,F
CUST01637,1954-06-25,M
CUST01638,1954-06-26,F
CUST01639,1954-06-27,M
CUST01640,1954-06-28,
CUST01641,1954-06-29,M
CUST01642,1954-06-30,F
CUST01643,1954-07-01,M
CUST01644,1954-07-02,F
CUST01645,1954-07-03,F
CUST01646,1954-07-04,F
CUST01647,1954-07-05,F
CUST01648,1954-07-06,
CUST01649,1954-07-07,F
CUST01650,1954-07-08,M
CUST01651,1954-07-09,F
CUST01652,1954-07-10,M
CUST01653,1954-07-11,M
CUST01654,1954-07-12,M
CUST01655,1954-07-13,F
CUST01656,1954-07-14,F
CUST01657,1954-07-15,F
CUST01658,1954-07-16,F
CUST01659,1954-07-17,F
CUST01660,1954-07-18,F
CUST01661,1954-07-19,F
CUST01662,1954-07-20,
CUST01663,1954-07-21,M
CUST01664,1954-07-22,F
CUST01665,1954-07-23,M
CUST01666,1954-07-24,M
CUST01667,1954-07-25,F
CUST01668,1954-07-26,F
CUST01669,1954-07-27,M
CUST01670,1954-07-28,M
CUST01671,1954-07-29,F
CUST01672,1954-07-30,F
CUST01673,1954-07-31,F
CUST01674,1954-08-01,M
CUST01675,1954-08-02,M
CUST01676,1954-08-03,F
CUST01677,1954-08-04,F
CUST01678,1954-08-05,F
CUST01679,1954-08-06,M
CUST01680,1954-08-07,F
CUST01681,1954-08-08,F
CUST01682,1954-08-09,F
CUST01683,1954-08-10,F
CUST01684,1954-08-11,F
CUST01685,1954-08-12,M
CUST01686,1954-08-13,F
CUST01687,1954-08-14,F
CUST01688,1954-08-15,F
CUST01689,1954-08-16,M
CUST01690,1954-08-17,
CUST01691,1954-08-18,F
CUST01692,1954-08-19,M
CUST01693,1954-08-20,M
CUST01694,1954-08-21,F
CUST01695,1954-08-22,M
CUST01696,1954-08-23,
CUST01697,1954-08-24,M
CUST01698,1954-08-25,M
CUST01699,1954-08-26,M
CUST01700,1954-08-27,M
CUST01701,1954-08-28,
CUST01702,1954-08-29,
CUST01703,1954-08-30,M
CUST01704,1954-08-31,F
CUST01705,1954-09-01,F
CUST01706,1954-09-02,M
CUST01707,1954-09-03,F
CUST01708,1954-09-04,M
CUST01709,1954-09-05,M
CUST01710,1954-09-06,F
CUST01711,1954-09-07,F
CUST01712,1954-09-08,F
CUST01713,1954-09-09,M
CUST01714,1954-09-10,M
CUST01715,1954-09-11,M
CUST01716,1954-09-12,F
CUST01717,1954-09-13,M
CUST01718,1954-09-14,M
CUST01719,1954-09-15,M
CUST01720,1954-09-16,F
CUST01721,1954-09-17,M
CUST01722,1954-09-18,
CUST01723,1954-09-19,F
CUST01724,1954-09-20,F
CUST01725,1954-09-21,M
CUST01726,1954-09-22,F
CUST01727,1954-09-23,
CUST01728,1954-09-24,M
CUST01729,1954-09-25,F
CUST01730,1954-09-26,F
CUST01731,1954-09-27,
CUST01732,1954-09-28,M
CUST01733,1954-09-29,M
CUST01734,1954-09-30,F
CUST01735,1954-10-01,M
CUST01736,1954-10-02,M
CUST01737,1954-10-03,F
CUST01738,1954-10-04,M
CUST01739,1954-10-05,F
CUST01740,1954-10-06,F
CUST01741,1954-10-07,M
CUST01742,1954-10-08,F
CUST01743,1954-10-09,M
CUST01744,1954-10-10,M
CUST01745,1954-10-11,F
CUST01746,1954-10-12,M
CUST01747,1954-10-13,F
CUST01748,1954-10-14,F
CUST01749,1954-10-15,F
CUST01750,1954-10-16,F
CUST01751,1954-10-17,F
CUST01752,1954-10-18,M
CUST01753,1954-10-19,F
CUST01754,1954-10-20,M
CUST01755,1954-10-21,M
CUST01756,1954-10-22,F
CUST01757,1954-10-23,
CUST01758,1954-10-24,F
CUST01759,1954-10-25,M
CUST01760,1954-10-26,F
CUST01761,1954-10-27,M
CUST01762,1954-10-28,F
CUST01763,1954-10-29,M
CUST01764,1954-10-30,F
CUST01765,1954-10-31,M
CUST01766,1954-11-01,F
CUST01767,1954-11-02,M
CUST01768,1954-11-03,M
CUST01769,1954-11-04,
CUST01770,1954-11-05,F
CUST01771,1954-11-06,F
CUST01772,1954-11-07,M
CUST01773,1954-11-08,M
CUST01774,1954-11-09,F
CUST01775,1954-11-10,M
CUST01776,1954-11-11,M
CUST01777,1954-11-12,M
CUST01778,1954-11-13,M
CUST01779,1954-11-14,M
CUST01780,1954-11-15,M
CUST01781,1954-11-16,F
CUST01782,1954-11-17,
CUST01783,1954-11-18,
CUST01784,1954-11-19,M
CUST01785,1954-11-20,F
CUST01786,1954-11-21,
CUST01787,1954-11-22,M
CUST01788,1954-11-23,M
CUST01789,1954-11-24,F
CUST01790,1954-11-25,F
CUST01791,1954-11-26,M
CUST01792,1954-11-27,F
CUST01793,1954-11-28,F
CUST01794,1954-11-29,M
CUST01795,1954-11-30,
CUST01796,1954-12-01,
CUST01797,1954-12-02,
CUST01798,1954-12-03,F
CUST01799,1954-12-04,M
CUST01800,1954-12-05,F
CUST01801,1954-12-06,M
CUST01802,1954-12-07,F
CUST01803,1954-12-08,M
CUST01804,1954-12-09,F
CUST01805,1954-12-10,M
CUST01806,1954-12-11,F
CUST01807,1954-12-12,F
CUST01808,1954-12-13,F
CUST01809,1954-12-14,F
CUST01810,1954-12-15,F
CUST01811,1954-12-16,F
CUST01812,1954-12-17,M
CUST01813,1954-12-18,
CUST01814,1954-12-19,M
CUST01815,1954-12-20,M
CUST01816,1954-12-21,F
CUST01817,1954-12-22,F
CUST01818,1954-12-23,
CUST01819,1954-12-24,F
CUST01820,1954-12-25,M
CUST01821,1954-12-26,F
CUST01822,1954-12-27,M
CUST01823,1954-12-28,M
CUST01824,1954-12-29,F
CUST01825,1954-12-30,M
CUST01826,1954-12-31,F
CUST01827,1955-01-01,F
CUST01828,1955-01-02,M
CUST01829,1955-01-03,F
CUST01830,1955-01-04,F
CUST01831,1955-01-05,
CUST01832,1955-01-06,F
CUST01833,1955-01-07,F
CUST01834,1955-01-08,F
CUST01835,1955-01-09,F
CUST01836,1955-01-10,F
CUST01837,1955-01-11,M
CUST01838,1955-01-12,M
CUST01839,1955-01-13,F
CUST01840,1955-01-14,F
CUST01841,1955-01-15,F
CUST01842,1955-01-16,F
CUST01843,1955-01-17,F
CUST01844,1955-01-18,
CUST01845,1955-01-19,M
CUST01846,1955-01-20,
CUST01847,1955-01-21,M
CUST01848,1955-01-22,M
CUST01849,1955-01-23,
CUST01850,1955-01-24,F
CUST01851,1955-01-25,M
CUST01852,1955-01-26,M
CUST01853,1955-01-27,F
CUST01854,1955-01-28,M
CUST01855,1955-01-29,M
CUST01856,1955-01-30,F
CUST01857,1955-01-31,M
CUST01858,1955-02-01,F
CUST01859,1955-02-02,M
CUST01860,1955-02-03,F
CUST01861,1955-02-04,M
CUST01862,1955-02-05,M
CUST01863,1955-02-06,
CUST01864,1955-02-07,M
CUST01865,1955-02-08,M
CUST01866,1955-02-09,F
CUST01867,1955-02-10,M
CUST01868,1955-02-11,F
CUST01869,1955-02-12,F
CUST01870,1955-02-13,
CUST01871,1955-02-14,F
CUST01872,1955-02-15,M
CUST01873,1955-02-16,M
CUST01874,1955-02-17,F
CUST01875,1955-02-18,M
