CID,CNTRY
CUST01520,CAN
CUST01521,USA
CUST01522,USA
CUST01523,MEX
CUST01524,MEX
CUST01525,USA
CUST01526,USA
CUST01527,USA
CUST01528,CAN
CUST01529,USA
CUST01530,USA
CUST01531,MEX
CUST01532,USA
CUST01533,CAN
CUST01534,CAN
CUST01535,CAN
CUST01536,CAN
CUST01537,USA
CUST01538,UK
CUST01539,USA
CUST01540,USA
CUST01541,USA
CUST01542,UK
CUST01543,UK
CUST01544,USA
CUST01545,
CUST01546,MEX
CUST01547,USA
CUST01548,
CUST01549,USA
CUST01550,CAN
CUST01551,MEX
CUST01552,USA
CUST01553,CAN
CUST01554,UK
CUST01555,UK
CUST01556,MEX
CUST01557,CAN
CUST01558,USA
CUST01559,USA
CUST01560,USA
CUST01561,USA
CUST01562,MEX
CUST01563,CAN
CUST01564,USA
CUST01565,USA
CUST01566,MEX
CUST01567,USA
CUST01568,UK
CUST01569,USA
CUST01570,CAN
CUST01571,UK
CUST01572,MEX
CUST01573,USA
CUST01574,USA
CUST01575,MEX
CUST01576,USA
CUST01577,USA
CUST01578,USA
CUST01579,MEX
CUST01580,CAN
CUST01581,UK
CUST01582,USA
CUST01583,USA
CUST01584,USA
CUST01585,UK
CUST01586,CAN
CUST01587,USA
CUST01588,USA
CUST01589,USA
CUST01590,USA
CUST01591,UK
CUST01592,MEX
CUST01593,
CUST01594,USA
CUST01595,
CUST01596,USA
CUST01597,USA
CUST01598,
CUST01599,MEX
CUST01600,USA
CUST01601,CAN
CUST01602,CAN
CUST01603,USA
CUST01604,USA
CUST01605,USA
CUST01606,USA
CUST01607,CAN
CUST01608,UK
CUST01609,USA
CUST01610,USA
CUST01611,
CUST01612,USA
CUST01613,CAN
CUST01614,USA
CUST01615,USA
CUST01616,MEX
CUST01617,USA
CUST01618,MEX
CUST01619,UK
CUST01620,USA
CUST01621,UK
CUST01622,MEX
CUST01623,USA
CUST01624,
CUST01625,USA
CUST01626,UK
CUST01627,USA
CUST01628,MEX
CUST01629,CAN
CUST01630,USA
CUST01631,CAN
CUST01632,UK
CUST01633,USA
CUST01634,USA
CUST01635,UK
CUST01636,USA
CUST01637,USA
CUST01638,USA
CUST01639,MEX
CUST01640,USA
CUST01641,USA
CUST01642,USA
CUST01643,USA
CUST01644,USA
CUST01645,USA
CUST01646,USA
CUST01647,MEX
CUST01648,UK
CUST01649,USA
CUST01650,USA
CUST01651,USA
CUST01652,USA
CUST01653,USA
CUST01654,UK
CUST01655,USA
CUST01656,USA
CUST01657,USA
CUST01658,CAN
CUST01659,
CUST01660,USA
CUST01661,GER
CUST01662,CAN
CUST01663,CAN
CUST01664,CAN
CUST01665,USA
CUST01666,MEX
CUST01667,USA
CUST01668,USA
CUST01669,MEX
CUST01670,USA
CUST01671,USA
CUST01672,CAN
CUST01673,MEX
CUST01674,CAN
CUST01675,USA
CUST01676,USA
CUST01677,CAN
CUST01678,MEX
CUST01679,
CUST01680,USA
CUST01681,CAN
CUST01682,
CUST01683,USA
CUST01684,USA
CUST01685,CAN
CUST01686,GER
CUST01687,UK
CUST01688,UK
CUST01689,USA
CUST01690,USA
CUST01691,MEX
CUST01692,USA
CUST01693,GER
CUST01694,MEX
CUST01695,CAN
CUST01696,CAN
CUST01697,CAN
CUST01698,UK
CUST01699,USA
CUST01700,MEX
CUST01701,CAN
CUST01702,UK
CUST01703,CAN
CUST01704,
CUST01705,USA
CUST01706,CAN
CUST01707,USA
CUST01708,MEX
CUST01709,MEX
CUST01710,CAN
CUST01711,MEX
CUST01712,USA
CUST01713,USA
CUST01714,UK
CUST01715,USA
CUST01716,USA
CUST01717,USA
CUST01718,USA
CUST01719,UK
CUST01720,GER
CUST01721,MEX
CUST01722,
CUST01723,USA
CUST01724,USA
CUST01725,USA
CUST01726,USA
CUST01727,USA
CUST01728,USA
CUST01729,CAN
CUST01730,GER
CUST01731,GER
CUST01732,USA
CUST01733,USA
CUST01734,USA
CUST01735,CAN
CUST01736,CAN
CUST01737,USA
CUST01738,USA
CUST01739,CAN
CUST01740,USA
CUST01741,MEX
CUST01742,CAN
CUST01743,USA
CUST01744,CAN
CUST01745,USA
CUST01746,CAN
CUST01747,USA
CUST01748,MEX
CUST01749,
CUST01750,USA
CUST01751,
CUST01752,CAN
CUST01753,UK
CUST01754,CAN
CUST01755,MEX
CUST01756,UK
CUST01757,UK
CUST01758,USA
CUST01759,CAN
CUST01760,MEX
CUST01761,CAN
CUST01762,UK
CUST01763,CAN
CUST01764,USA
CUST01765,
CUST01766,USA
CUST01767,UK
CUST01768,MEX
CUST01769,USA
CUST01770,USA
CUST01771,USA
CUST01772,USA
CUST01773,CAN
CUST01774,USA
CUST01775,CAN
CUST01776,USA
CUST01777,USA
CUST01778,USA
CUST01779,CAN
CUST01780,
CUST01781,
CUST01782,
CUST01783,USA
CUST01784,
CUST01785,
CUST01786,CAN
CUST01787,USA
CUST01788,USA
CUST01789,GER
CUST01790,USA
CUST01791,USA
CUST01792,CAN
CUST01793,MEX
CUST01794,UK
CUST01795,USA
CUST01796,CAN
CUST01797,USA
CUST01798,CAN
CUST01799,CAN
CUST01800,UK
CUST01801,UK
CUST01802,USA
CUST01803,USA
CUST01804,CAN
CUST01805,CAN
CUST01806,
CUST01807,USA
CUST01808,USA
CUST01809,USA
CUST01810,USA
CUST01811,USA
CUST01812,USA
CUST01813,USA
CUST01814,USA
CUST01815,MEX
CUST01816,UK
CUST01817,USA
CUST01818,
CUST01819,MEX
CUST01820,USA
CUST01821,USA
CUST01822,USA
CUST01823,GER
CUST01824,USA
CUST01825,
CUST01826,UK
CUST01827,CAN
CUST01828,MEX
CUST01829,CAN
CUST01830,CAN
CUST01831,USA
CUST01832,CAN
CUST01833,USA
CUST01834,
CUST01835,UK
CUST01836,USA
CUST01837,USA
CUST01838,GER
CUST01839,
CUST01840,USA
CUST01841,USA
CUST01842,USA
CUST01843,UK
CUST01844,USA
CUST01845,MEX
CUST01846,CAN
CUST01847,USA
CUST01848,CAN
CUST01849,USA
CUST01850,CAN
CUST01851,MEX
CUST01852,USA
CUST01853,
CUST01854,USA
CUST01855,USA
CUST01856,USA
CUST01857,UK
CUST01858,USA
CUST01859,USA
CUST01860,CAN
CUST01861,USA
CUST01862,USA
CUST01863,UK
CUST01864,USA
CUST01865,
CUST01866,USA
CUST01867,USA
CUST01868,UK
CUST01869,
CUST01870,USA
CUST01871,
CUST01872,CAN
CUST01873,
CUST01874,USA
CUST01875,MEX
CUST01876,USA
CUST01877,UK
CUST01878,UK
CUST01879,GER
CUST01880,GER
CUST01881,USA
CUST01882,USA
CUST01883,CAN
CUST01884,USA
CUST01885,USA
CUST01886,USA
CUST01887,USA
CUST01888,MEX
CUST01889,UK
CUST01890,USA
CUST01891,USA
CUST01892,GER
CUST01893,USA
CUST01894,CAN
CUST01895,USA
CUST01896,USA
CUST01897,USA
CUST01898,MEX
CUST01899,CAN
CUST01900,USA
CUST01901,USA
CUST01902,CAN
CUST01903,USA
CUST01904,USA
CUST01905,USA
CUST01906,USA
CUST01907,UK
CUST01908,USA
CUST01909,
CUST01910,MEX
CUST01911,USA
CUST01912,USA
CUST01913,MEX
CUST01914,USA
CUST01915,USA
CUST01916,USA
CUST01917,USA
CUST01918,USA
CUST01919,CAN
CUST01920,CAN
CUST01921,USA
CUST01922,CAN
CUST01923,CAN
CUST01924,USA
CUST01925,USA
CUST01926,CAN
CUST01927,USA
CUST01928,UK
CUST01929,GER
CUST01930,USA
CUST01931,USA
CUST01932,USA
CUST01933,
CUST01934,USA
CUST01935,CAN
CUST01936,USA
CUST01937,MEX
CUST01938,CAN
CUST01939,USA
CUST01940,CAN
CUST01941,USA
CUST01942,
CUST01943,USA
CUST01944,CAN
CUST01945,MEX
CUST01946,
CUST01947,MEX
CUST01948,USA
CUST01949,CAN
CUST01950,CAN
CUST01951,USA
CUST01952,CAN
CUST01953,
CUST01954,USA
CUST01955,UK
CUST01956,USA
CUST01957,MEX
CUST01958,USA
CUST01959,GER
CUST01960,USA
CUST01961,USA
CUST01962,USA
CUST01963,CAN
CUST01964,CAN
CUST01965,USA
CUST01966,MEX
CUST01967,USA
CUST01968,MEX
CUST01969,MEX
CUST01970,UK
CUST01971,CAN
CUST01972,CAN
CUST01973,UK
CUST01974,MEX
CUST01975,CAN
CUST01976,USA
CUST01977,USA
CUST01978,GER
CUST01979,USA
CUST01980,CAN
CUST01981,CAN
CUST01982,CAN
CUST01983,CAN
CUST01984,UK
CUST01985,UK
CUST01986,USA
CUST01987,
CUST01988,CAN
CUST01989,USA
CUST01990,USA
CUST01991,USA
CUST01992,CAN
CUST01993,UK
CUST01994,UK
CUST01995,USA
CUST01996,USA
CUST01997,USA
CUST01998,USA
CUST01999,MEX
CUST02000,
CUST02001,USA
CUST02002,USA
CUST02003,MEX
CUST02004,CAN
CUST02005,UK
CUST02006,USA
CUST02007,CAN
CUST02008,CAN
CUST02009,MEX
CUST02010,CAN
CUST02011,CAN
CUST02012,USA
CUST02013,USA
CUST02014,MEX
CUST02015,USA
CUST02016,USA
CUST02017,USA
CUST02018,UK
CUST02019,USA
CUST02020,UK
CUST02021,MEX
CUST02022,GER
CUST02023,CAN
CUST02024,CAN
CUST02025,CAN
CUST02026,USA
CUST02027,USA
CUST02028,USA
CUST02029,USA
CUST02030,USA
CUST02031,UK
CUST02032,USA
CUST02033,UK
CUST02034,CAN
CUST02035,
CUST02036,CAN
CUST02037,USA
CUST02038,CAN
CUST02039,CAN
CUST02040,GER
CUST02041,CAN
CUST02042,USA
CUST02043,USA
CUST02044,UK
CUST02045,USA
CUST02046,CAN
CUST02047,CAN
CUST02048,USA
CUST02049,USA
CUST02050,USA
CUST02051,USA
CUST02052,CAN
CUST02053,UK
CUST02054,USA
CUST02055,USA
CUST02056,CAN
CUST02057,CAN
CUST02058,CAN
CUST02059,CAN
CUST02060,USA
CUST02061,UK
CUST02062,USA
CUST02063,USA
CUST02064,USA
CUST02065,USA
CUST02066,GER
CUST02067,CAN
CUST02068,USA
CUST02069,CAN
CUST02070,USA
CUST02071,MEX
CUST02072,USA
CUST02073,USA
CUST02074,
CUST02075,
CUST02076,UK
CUST02077,CAN
CUST02078,USA
CUST02079,CAN
CUST02080,USA
CUST02081,CAN
CUST02082,USA
CUST02083,
CUST02084,USA
CUST02085,USA
CUST02086,USA
CUST02087,USA
CUST02088,
CUST02089,USA
CUST02090,CAN
CUST02091,USA
CUST02092,USA
CUST02093,USA
CUST02094,UK
CUST02095,USA
CUST02096,USA
CUST02097,USA
CUST02098,USA
CUST02099,MEX
CUST02100,USA
CUST02101,USA
CUST02102,GER
CUST02103,MEX
CUST02104,USA
CUST02105,CAN
CUST02106,USA
CUST02107,USA
CUST02108,USA
CUST02109,
CUST02110,UK
CUST02111,USA
CUST02112,USA
CUST02113,USA
CUST02114,USA
CUST02115,CAN
CUST02116,UK
CUST02117,USA
CUST02118,USA
CUST02119,USA
CUST02120,CAN
CUST02121,USA
CUST02122,UK
CUST02123,USA
CUST02124,
CUST02125,USA
CUST02126,USA
CUST02127,USA
CUST02128,USA
CUST02129,CAN
CUST02130,USA
CUST02131,USA
CUST02132,USA
CUST02133,USA
CUST02134,USA
CUST02135,
CUST02136,USA
CUST02137,USA
CUST02138,GER
CUST02139,CAN
CUST02140,USA
CUST02141,USA
CUST02142,CAN
CUST02143,MEX
CUST02144,USA
CUST02145,UK
CUST02146,USA
CUST02147,USA
CUST02148,USA
CUST02149,USA
CUST02150,USA
CUST02151,CAN
CUST02152,USA
CUST02153,UK
CUST02154,USA
CUST02155,USA
CUST02156,USA
CUST02157,MEX
CUST02158,GER
CUST02159,USA
CUST02160,UK
CUST02161,USA
CUST02162,CAN
CUST02163,MEX
CUST02164,USA
CUST02165,USA
CUST02166,USA
CUST02167,MEX
CUST02168,USA
CUST02169,USA
CUST02170,MEX
CUST02171,USA
CUST02172,CAN
CUST02173,
CUST02174,CAN
CUST02175,GER
CUST02176,USA
CUST02177,CAN
CUST02178,
CUST02179,UK
CUST02180,USA
CUST02181,CAN
CUST02182,
CUST02183,CAN
CUST02184,GER
CUST02185,MEX
CUST02186,USA
CUST02187,USA
CUST02188,USA
CUST02189,CAN
CUST02190,CAN
CUST02191,USA
CUST02192,CAN
CUST02193,CAN
CUST02194,USA
CUST02195,CAN
CUST02196,USA
CUST02197,USA
CUST02198,
CUST02199,CAN
CUST02200,USA
CUST02201,USA
CUST02202,CAN
CUST02203,USA
CUST02204,CAN
CUST02205,CAN
CUST02206,UK
CUST02207,CAN
CUST02208,GER
CUST02209,MEX
CUST02210,USA
CUST02211,USA
CUST02212,USA
CUST02213,CAN
CUST02214,USA
CUST02215,USA
CUST02216,CAN
CUST02217,USA
CUST02218,USA
CUST02219,CAN
CUST02220,CAN
CUST02221,UK
CUST02222,USA
CUST02223,USA
CUST02224,USA
CUST02225,CAN
CUST02226,CAN
CUST02227,
CUST02228,CAN
CUST02229,CAN
CUST02230,MEX
CUST02231,CAN
CUST02232,MEX
CUST02233,GER
CUST02234,CAN
CUST02235,MEX
CUST02236,USA
CUST02237,CAN
CUST02238,UK
CUST02239,CAN
CUST02240,CAN
CUST02241,GER
CUST02242,CAN
CUST02243,CAN
CUST02244,
CUST02245,USA
CUST02246,USA
CUST02247,USA
CUST02248,USA
CUST02249,USA
CUST02250,GER
CUST02251,CAN
CUST02252,USA
CUST02253,USA
CUST02254,USA
CUST02255,USA
CUST02256,USA
CUST02257,UK
CUST02258,CAN
CUST02259,USA
CUST02260,USA
CUST02261,
CUST02262,USA
CUST02263,USA
CUST02264,USA
CUST02265,USA
CUST02266,CAN
CUST02267,USA
CUST02268,MEX
CUST02269,MEX
CUST02270,CAN
CUST02271,UK
CUST02272,CAN
CUST02273,MEX
CUST02274,USA
CUST02275,USA
CUST02276,UK
CUST02277,CAN
CUST02278,UK
CUST02279,CAN
CUST02280,CAN
CUST02281,MEX
CUST02282,MEX
CUST02283,USA
CUST02284,USA
CUST02285,USA
CUST02286,CAN
CUST02287,UK
CUST02288,USA
CUST02289,CAN
CUST02290,CAN
CUST02291,USA
CUST02292,USA
CUST02293,USA
CUST02294,USA
CUST02295,MEX
CUST02296,USA
CUST02297,MEX
CUST02298,CAN
CUST02299,USA
CUST02300,USA
CUST02301,USA
CUST02302,USA
CUST02303,MEX
CUST02304,GER
CUST02305,USA
CUST02306,USA
CUST02307,CAN
CUST02308,USA
CUST02309,CAN
CUST02310,
CUST02311,USA
CUST02312,USA
CUST02313,USA
CUST02314,USA
CUST02315,CAN
CUST02316,CAN
CUST02317,USA
CUST02318,GER
CUST02319,MEX
CUST02320,CAN
CUST02321,USA
CUST02322,USA
CUST02323,USA
CUST02324,USA
CUST02325,
CUST02326,USA
CUST02327,UK
CUST02328,USA
CUST02329,USA
CUST02330,USA
CUST02331,USA
CUST02332,UK
CUST02333,MEX
CUST02334,GER
CUST02335,MEX
CUST02336,USA
CUST02337,MEX
CUST02338,CAN
CUST02339,MEX
CUST02340,CAN
CUST02341,UK
CUST02342,USA
CUST02343,
CUST02344,USA
CUST02345,USA
CUST02346,UK
CUST02347,USA
CUST02348,USA
CUST02349,CAN
CUST02350,USA
CUST02351,USA
CUST02352,USA
CUST02353,USA
CUST02354,CAN
CUST02355,USA
CUST02356,USA
CUST02357,CAN
CUST02358,USA
CUST02359,MEX
CUST02360,USA
CUST02361,CAN
CUST02362,USA
CUST02363,GER
CUST02364,UK
CUST02365,USA
CUST02366,USA
CUST02367,USA
CUST02368,USA
CUST02369,USA
CUST02370,USA
CUST02371,UK
CUST02372,USA
CUST02373,GER
CUST02374,UK
CUST02375,UK
CUST02376,USA
CUST02377,CAN
CUST02378,USA
CUST02379,UK
CUST02380,USA
CUST02381,CAN
CUST02382,UK
CUST02383,MEX
CUST02384,USA
CUST02385,CAN
CUST02386,UK
CUST02387,MEX
CUST02388,CAN
CUST02389,USA
CUST02390,UK
CUST02391,UK
CUST02392,USA
CUST02393,CAN
CUST02394,USA
CUST02395,USA
CUST02396,CAN
CUST02397,CAN
CUST02398,GER
CUST02399,USA
CUST02400,CAN
CUST02401,USA
CUST02402,
CUST02403,UK
CUST02404,USA
CUST02405,USA
CUST02406,USA
CUST02407,USA
CUST02408,USA
CUST02409,USA
CUST02410,GER
CUST02411,USA
CUST02412,USA
CUST02413,USA
CUST02414,UK
CUST02415,UK
CUST02416,CAN
CUST02417,USA
CUST02418,USA
CUST02419,CAN
CUST02420,USA
CUST02421,USA
CUST02422,CAN
CUST02423,USA
CUST02424,
CUST02425,USA
CUST02426,UK
CUST02427,USA
CUST02428,CAN
CUST02429,USA
CUST02430,USA
CUST02431,USA
CUST02432,USA
CUST02433,USA
CUST02434,
CUST02435,USA
CUST02436,USA
CUST02437,CAN
CUST02438,USA
CUST02439,USA
CUST02440,USA
CUST02441,CAN
CUST02442,USA
CUST02443,UK
CUST02444,CAN
CUST02445,UK
CUST02446,CAN
CUST02447,MEX
CUST02448,MEX
CUST02449,CAN
CUST02450,GER
CUST02451,USA
CUST02452,GER
CUST02453,USA
CUST02454,GER
CUST02455,
CUST02456,USA
CUST02457,USA
CUST02458,CAN
CUST02459,
CUST02460,USA
CUST02461,GER
CUST02462,USA
CUST02463,CAN
CUST02464,MEX
CUST02465,CAN
CUST02466,USA
CUST02467,MEX
CUST02468,USA
CUST02469,GER
CUST02470,USA
CUST02471,USA
CUST02472,MEX
CUST02473,CAN
CUST02474,UK
CUST02475,USA
CUST02476,CAN
CUST02477,USA
CUST02478,CAN
CUST02479,CAN
CUST02480,
CUST02481,USA
CUST02482,USA
CUST02483,GER
CUST02484,USA
CUST02485,UK
CUST02486,USA
CUST02487,UK
CUST02488,USA
CUST02489,GER
CUST02490,MEX
CUST02491,CAN
CUST02492,UK
CUST02493,CAN
CUST02494,USA
CUST02495,USA
CUST02496,USA
CUST02497,USA
CUST02498,CAN
CUST02499,USA
CUST02500,USA
CUST02501,MEX
CUST02502,USA
CUST02503,USA
CUST02504,CAN
CUST02505,USA
CUST02506,
CUST02507,USA
CUST02508,CAN
CUST02509,CAN
CUST02510,UK
CUST02511,UK
CUST02512,USA
CUST02513,USA
CUST02514,USA
CUST02515,USA
CUST02516,CAN
CUST02517,GER
CUST02518,USA
CUST02519,GER
CUST02520,USA
CUST02521,MEX
CUST02522,UK
CUST02523,CAN
CUST02524,USA
CUST02525,USA
CUST02526,USA
CUST02527,USA
CUST02528,USA
CUST02529,CAN
CUST02530,CAN
CUST02531,USA
CUST02532,USA
CUST02533,USA
CUST02534,USA
CUST02535,USA
CUST02536,MEX
CUST02537,GER
CUST02538,CAN
CUST02539,UK
CUST02540,USA
CUST02541,CAN
CUST02542,CAN
CUST02543,MEX
CUST02544,USA
CUST02545,USA
CUST02546,USA
CUST02547,UK
CUST02548,USA
CUST02549,MEX
CUST02550,USA
CUST02551,USA
CUST02552,USA
CUST02553,GER
CUST02554,USA
CUST02555,CAN
CUST02556,
CUST02557,USA
CUST02558,USA
CUST02559,USA
CUST02560,CAN
CUST02561,USA
CUST02562,
CUST02563,USA
CUST02564,USA
CUST02565,USA
CUST02566,CAN
CUST02567,USA
CUST02568,USA
CUST02569,USA
CUST02570,MEX
CUST02571,MEX
CUST02572,USA
CUST02573,
CUST02574,USA
CUST02575,USA
CUST02576,UK
CUST02577,MEX
CUST02578,UK
CUST02579,MEX
CUST02580,UK
CUST02581,CAN
CUST02582,USA
CUST02583,USA
CUST02584,USA
CUST02585,CAN
CUST02586,UK
CUST02587,UK
CUST02588,USA
CUST02589,USA
CUST02590,USA
CUST02591,USA
CUST02592,CAN
CUST02593,USA
CUST02594,USA
CUST02595,USA
CUST02596,GER
CUST02597,USA
CUST02598,USA
CUST02599,CAN
CUST02600,USA
CUST02601,USA
CUST02602,USA
CUST02603,CAN
CUST02604,USA
CUST02605,USA
CUST02606,
CUST02607,CAN
CUST02608,USA
CUST02609,USA
CUST02610,UK
CUST02611,MEX
CUST02612,USA
CUST02613,USA
CUST02614,USA
CUST02615,USA
CUST02616,USA
CUST02617,USA
CUST02618,CAN
CUST02619,USA
CUST02620,CAN
CUST02621,USA
CUST02622,USA
CUST02623,CAN
CUST02624,CAN
CUST02625,UK
CUST02626,USA
CUST02627,USA
CUST02628,USA
CUST02629,CAN
CUST02630,USA
CUST02631,USA
CUST02632,USA
CUST02633,UK
CUST02634,CAN
CUST02635,USA
CUST02636,UK
CUST02637,CAN
CUST02638,CAN
CUST02639,UK
CUST02640,CAN
CUST02641,USA
CUST02642,USA
CUST02643,USA
CUST02644,UK
CUST02645,USA
CUST02646,MEX
CUST02647,CAN
CUST02648,CAN
CUST02649,USA
CUST02650,USA
CUST02651,CAN
CUST02652,USA
CUST02653,CAN
CUST02654,UK
CUST02655,
CUST02656,USA
CUST02657,USA
CUST02658,MEX
CUST02659,UK
CUST02660,USA
CUST02661,UK
CUST02662,UK
CUST02663,USA
CUST02664,USA
CUST02665,GER
CUST02666,MEX
CUST02667,USA
CUST02668,MEX
CUST02669,USA
CUST02670,UK
CUST02671,USA
CUST02672,USA
CUST02673,UK
CUST02674,UK
CUST02675,USA
CUST02676,USA
CUST02677,UK
CUST02678,CAN
CUST02679,CAN
CUST02680,USA
CUST02681,MEX
CUST02682,USA
CUST02683,MEX
CUST02684,UK
CUST02685,CAN
CUST02686,MEX
CUST02687,USA
CUST02688,MEX
CUST02689,CAN
CUST02690,CAN
CUST02691,MEX
CUST02692,USA
CUST02693,CAN
CUST02694,USA
CUST02695,CAN
CUST02696,USA
CUST02697,USA
CUST02698,USA
CUST02699,UK
CUST02700,USA
CUST02701,USA
CUST02702,USA
CUST02703,MEX
CUST02704,USA
CUST02705,USA
CUST02706,USA
CUST02707,USA
CUST02708,CAN
CUST02709,USA
CUST02710,UK
CUST02711,USA
CUST02712,USA
CUST02713,
CUST02714,USA
CUST02715,USA
CUST02716,CAN
CUST02717,MEX
CUST02718,USA
CUST02719,USA
CUST02720,MEX
CUST02721,UK
CUST02722,UK
CUST02723,USA
CUST02724,USA
CUST02725,USA
CUST02726,USA
CUST02727,CAN
CUST02728,USA
CUST02729,MEX
CUST02730,USA
CUST02731,
CUST02732,UK
CUST02733,USA
CUST02734,USA
CUST02735,UK
CUST02736,USA
CUST02737,USA
CUST02738,USA
CUST02739,USA
CUST02740,USA
CUST02741,UK
CUST02742,GER
CUST02743,CAN
CUST02744,GER
CUST02745,USA
CUST02746,UK
CUST02747,CAN
CUST02748,
CUST02749,MEX
CUST02750,USA
CUST02751,CAN
CUST02752,USA
CUST02753,USA
CUST02754,UK
CUST02755,USA
CUST02756,CAN
CUST02757,CAN
CUST02758,USA
CUST02759,USA
CUST02760,USA
CUST02761,GER
CUST02762,CAN
CUST02763,CAN
CUST02764,
CUST02765,MEX
CUST02766,
CUST02767,USA
CUST02768,
CUST02769,
CUST02770,MEX
CUST02771,GER
CUST02772,UK
CUST02773,CAN
CUST02774,MEX
CUST02775,USA
CUST02776,UK
CUST02777,USA
CUST02778,GER
CUST02779,CAN
CUST02780,CAN
CUST02781,CAN
CUST02782,USA
CUST02783,MEX
CUST02784,USA
CUST02785,CAN
CUST02786,MEX
CUST02787,USA
CUST02788,GER
CUST02789,USA
CUST02790,CAN
CUST02791,MEX
CUST02792,USA
CUST02793,USA
CUST02794,CAN
CUST02795,USA
CUST02796,UK
CUST02797,USA
CUST02798,USA
CUST02799,CAN
CUST02800,USA
CUST02801,USA
CUST02802,USA
CUST02803,USA
CUST02804,CAN
CUST02805,USA
CUST02806,USA
CUST02807,CAN
CUST02808,USA
CUST02809,USA
CUST02810,MEX
CUST02811,USA
CUST02812,CAN
CUST02813,USA
CUST02814,CAN
CUST02815,USA
CUST02816,USA
CUST02817,USA
CUST02818,GER
CUST02819,CAN
CUST02820,UK
CUST02821,MEX
CUST02822,CAN
CUST02823,CAN
CUST02824,CAN
CUST02825,CAN
CUST02826,USA
CUST02827,CAN
CUST02828,
CUST02829,USA
CUST02830,USA
CUST02831,USA
CUST02832,CAN
CUST02833,USA
CUST02834,
CUST02835,UK
CUST02836,USA
CUST02837,UK
CUST02838,USA
CUST02839,UK
CUST02840,USA
CUST02841,UK
CUST02842,CAN
CUST02843,
CUST02844,UK
CUST02845,USA
CUST02846,USA
CUST02847,CAN
CUST02848,GER
CUST02849,CAN
CUST02850,CAN
CUST02851,USA
CUST02852,GER
CUST02853,USA
CUST02854,
CUST02855,CAN
CUST02856,USA
CUST02857,USA
CUST02858,MEX
CUST02859,USA
CUST02860,USA
CUST02861,MEX
CUST02862,USA
CUST02863,USA
CUST02864,GER
CUST02865,USA
CUST02866,UK
CUST02867,USA
CUST02868,UK
CUST02869,
CUST02870,USA
CUST02871,USA
CUST02872,CAN
CUST02873,
CUST02874,UK
CUST02875,CAN
CUST02876,USA
CUST02877,UK
CUST02878,USA
CUST02879,USA
CUST02880,USA
CUST02881,USA
CUST02882,USA
CUST02883,UK
CUST02884,USA
CUST02885,CAN
CUST02886,UK
CUST02887,
CUST02888,USA
CUST02889,USA
CUST02890,USA
CUST02891,CAN
CUST02892,USA
CUST02893,USA
CUST02894,USA
CUST02895,USA
CUST02896,USA
CUST02897,USA
CUST02898,MEX
CUST02899,UK
CUST02900,GER
CUST02901,USA
CUST02902,MEX
CUST02903,USA
CUST02904,CAN
CUST02905,USA
CUST02906,UK
CUST02907,UK
CUST02908,USA
CUST02909,UK
CUST02910,USA
CUST02911,UK
CUST02912,USA
CUST02913,CAN
CUST02914,MEX
CUST02915,CAN
CUST02916,USA
CUST02917,CAN
CUST02918,CAN
CUST02919,USA
CUST02920,MEX
CUST02921,CAN
CUST02922,USA
CUST02923,USA
CUST02924,USA
CUST02925,USA
CUST02926,CAN
CUST02927,USA
CUST02928,USA
CUST02929,USA
CUST02930,USA
CUST02931,
CUST02932,USA
CUST02933,USA
CUST02934,USA
CUST02935,UK
CUST02936,USA
CUST02937,USA
CUST02938,USA
CUST02939,UK
CUST02940,CAN
CUST02941,USA
CUST02942,CAN
CUST02943,USA
CUST02944,GER
CUST02945,MEX
CUST02946,USA
CUST02947,MEX
CUST02948,USA
CUST02949,
CUST02950,CAN
CUST02951,UK
CUST02952,UK
CUST02953,USA
CUST02954,USA
CUST02955,USA
CUST02956,USA
CUST02957,USA
CUST02958,USA
CUST02959,USA
CUST02960,UK
CUST02961,USA
CUST02962,USA
CUST02963,CAN
CUST02964,USA
CUST02965,USA
CUST02966,CAN
CUST02967,CAN
CUST02968,CAN
CUST02969,USA
CUST02970,USA
CUST02971,CAN
CUST02972,USA
CUST02973,CAN
CUST02974,GER
CUST02975,USA
CUST02976,USA
CUST02977,USA
CUST02978,USA
CUST02979,USA
CUST02980,USA
CUST02981,CAN
CUST02982,USA
CUST02983,MEX
CUST02984,USA
CUST02985,MEX
CUST02986,USA
CUST02987,USA
CUST02988,CAN
CUST02989,USA
CUST02990,CAN
CUST02991,UK
CUST02992,USA
CUST02993,MEX
CUST02994,CAN
CUST02995,USA
CUST02996,USA
CUST02997,GER
CUST02998,USA
CUST02999,USA
CUST03000,UK
CUST03001,USA
CUST03002,USA
CUST03003,USA
CUST03004,USA
CUST03005,GER
CUST03006,USA
CUST03007,USA
CUST03008,CAN
CUST03009,USA
CUST03010,USA
CUST03011,MEX
CUST03012,CAN
CUST03013,USA
CUST03014,USA
CUST03015,USA
CUST03016,CAN
CUST03017,MEX
CUST03018,UK
CUST03019,USA
CUST03020,CAN
CUST03021,CAN
CUST03022,
CUST03023,GER
CUST03024,USA
CUST03025,USA
CUST03026,
CUST03027,CAN
CUST03028,USA
CUST03029,MEX
CUST03030,UK
CUST03031,
CUST03032,GER
CUST03033,
CUST03034,CAN
CUST03035,USA
CUST03036,USA
CUST03037,USA
CUST03038,UK
CUST03039,USA
CUST03040,
CUST03041,MEX
CUST03042,CAN
